car_id, route_cluster2
20152009052035-476,2
20152009082025-752,2
20152009082034-820,1
20152009082046-820,2
20152009102043-757,0
20152010012044-386,1
20152010022051-412,1
20152010042022-478,1
20152010052002-468,2
20152010062025-164,2
20152010062058-60,1
20152010082008-538,2
20152010122043-411,1
20152011022004-669,2
20152011032031-380,1
20152011032039-149,0
20152011052058-197,1
20152011082050-49,1
20152011112014-924,1
20152011112059-543,1
20152012012031-178,2
20152012032004-676,1
20152012032040-682,1
20152012032058-382,2
20152012032058-971,1
20152012042036-344,1
20152012052013-433,1
20152012062013-357,0
20152012092008-483,2
20152012092025-317,1
20152012102038-771,1
20152012102044-576,0
20152012112014-685,1
20152012122004-665,2
20152012122057-909,1
20152013012002-670,2
20152013012003-538,1
20152013012056-517,1
20152013022024-503,1
20152013022050-898,1
20152013022053-492,1
20152013052027-811,1
20152013072042-964,1
20152013102004-55,0
20152013122033-895,1
20152014022005-721,0
20152014022023-745,2
20152014052009-210,1
20152014052022-884,2
20152014092002-743,2
20152014122034-385,1
20152015052049-423,2
20152015062052-234,1
20152015062055-237,0
20152015082002-228,0
20152015102051-234,1
20152015102054-215,1
20152015112047-306,1
20152015112055-777,1
20152016012038-49,0
20152016062004-516,0
20152016062014-930,1
20152016062049-74,0
20152016092004-862,1
20152016092054-684,2
20152016102045-529,1
20152016122046-228,1
20152017012005-964,0
20152017012016-482,1
20152017012017-5,1
20152017032012-413,1
20152017042002-599,2
20152017062040-345,1
20152017072059-593,1
20152017102041-706,2
20152018032036-787,1
20152018042030-736,0
20152018052046-592,1
20152018072024-196,1
20152018102004-940,1
20152018112009-327,1
20152019032022-390,2
20152019042030-375,1
20152019052023-769,0
20152019082054-582,1
20152019112015-444,1
20152019112039-171,1
20152020022040-275,1
20152020042020-267,1
20152020052000-192,0
20152020062024-190,1
20152020062041-92,1
20152020082009-580,1
20152020102022-689,0
20152020112001-368,1
20152021022018-760,1
20152021032045-534,1
20152021052037-513,1
20152021062015-573,1
20152021062038-745,0
20152021072025-898,0
20152021072036-530,2
20152021082039-914,1
20152021102028-185,0
20152021102031-370,2
20152021102039-123,1
20152022032029-340,1
20152022042021-344,2
20152022042045-117,0
20152022042050-514,1
20152022062035-937,2
20152022072038-781,1
20152022082028-22,0
20152023012018-442,2
20152023022026-39,1
20152023022034-542,1
20152023042040-26,1
20152023072028-613,1
20152023092003-863,1
20152023122039-382,0
20152023122044-94,0
20152024032005-799,1
20152024062006-883,0
20152024062034-670,0
20152024102003-127,0
20152024122033-3,0
20152024122045-512,2
20152025032000-169,0
20152025032001-383,1
20152025032033-74,0
20152025052053-433,2
20152025062036-525,2
20152025112000-919,1
20152026012040-215,1
20152026032002-925,0
20152026042046-888,2
20152026042055-270,2
20152026062048-507,1
20152026112029-817,1
20152026122051-203,1
20152026122051-313,0
20152027022010-274,2
20152027022025-727,2
20152027032011-806,0
20152027032045-214,2
20152027042059-327,1
20152027052026-10,1
20152027062003-395,0
20152027062057-241,1
20152027072040-298,1
20152027092015-55,2
20152027102031-111,1
20152027112018-673,2
20152027112040-21,0
20152027122000-634,1
20152027122002-456,2
20152028022013-691,1
20152028022026-682,1
20152028032002-960,1
20152028032005-469,1
20152028032039-983,2
20152028052035-302,2
20152028062019-42,1
20152028062056-368,0
20152028072036-773,1
20152028072051-354,1
20152028082032-230,1
20152028092023-256,1
20152028092031-391,0
20152028092038-611,1
20152028112022-449,1
20152028122013-334,1
20152028122015-955,1
20152029032000-947,1
20152029032021-43,0
20152029062057-873,1
20152029072047-181,0
20152029102006-584,1
20152029102047-483,2
20152030012007-560,0
20152030022022-687,1
20152030032003-941,2
20152030032023-389,1
20152030032040-454,1
20152030032051-557,1
20152030042019-172,0
20152030052037-191,0
20152030052046-858,1
20152030062014-252,0
20152030072021-992,2
20152030072048-614,0
20152030082014-756,1
20152030082047-827,1
20152030102012-63,0
20152030102013-17,2
20152030112000-524,0
20152030112009-638,1
20152030112039-826,1
20152030112054-705,2
20152031012013-428,2
20152031012019-297,1
20152031032030-321,1
20152031042004-676,2
20152031072019-442,0
20152031072030-847,1
20152031082031-756,1
20152031082042-902,2
20152031092023-767,2
20152031092032-480,1
20152031092038-925,1
20152031102058-485,0
20152031112006-199,1
20152031112032-226,2
20152101012104-141,2
20152101032137-838,2
20152101042112-684,1
20152101042140-726,1
20152101062116-767,0
20152101072110-270,0
20152101082118-96,0
20152101082156-552,2
20152101112137-263,1
20152101122110-544,1
20152102052137-1,0
20152102052154-22,2
20152102062100-389,1
20152102082141-406,1
20152102082141-663,1
20152102092158-227,1
20152102102155-887,0
20152102122135-146,1
20152103042134-429,1
20152104022149-431,2
20152104032137-992,1
20152104052130-587,2
20152104052135-110,2
20152104062136-136,1
20152104062155-634,0
20152104072125-25,1
20152104072145-815,2
20152105022116-926,1
20152105032151-320,0
20152105042140-626,2
20152105052107-972,0
20152105062116-886,0
20152105062125-369,1
20152105062151-555,1
20152105082117-380,0
20152105082127-520,0
20152106012143-868,1
20152106022121-157,1
20152106022153-516,2
20152106032107-288,0
20152106052153-239,0
20152106052156-327,1
20152106072125-599,0
20152106092141-219,0
20152106092143-261,1
20152106102137-170,1
20152106112106-841,0
20152107012141-170,2
20152107032156-241,1
20152107042129-901,1
20152107042148-742,1
20152107072119-673,1
20152107072157-137,2
20152107122136-16,1
20152108032121-509,1
20152108052101-440,0
20152108062110-956,2
20152108072126-110,0
20152108102127-205,1
20152108122142-303,0
20152109022102-894,1
20152109052119-324,2
20152109052153-334,1
20152109062104-583,2
20152109072151-681,0
20152109122133-121,1
20152110012138-982,2
20152110052113-363,0
20152110062151-834,2
20152110062154-762,1
20152110112126-721,1
20152110122123-407,1
20152110122153-299,0
20152111092100-400,0
20152111122136-527,0
20152112022147-274,2
20152112022158-529,1
20152112052153-188,2
20152112062125-25,1
20152112122156-641,1
20152113012118-334,1
20152113032105-810,0
20152113032146-740,1
20152113062104-747,1
20152113072113-341,0
20152113082134-379,1
20152113092153-515,1
20152113112105-375,2
20152113112111-474,0
20152113122117-126,1
20152113122131-405,2
20152114012137-37,1
20152114022149-636,1
20152114052147-25,1
20152114062127-937,2
20152114062143-72,2
20152114062155-626,1
20152114082104-58,1
20152114092105-596,1
20152114092152-64,2
20152114092153-665,2
20152115022106-782,2
20152115022112-484,0
20152115022139-792,1
20152115032120-829,1
20152115052114-277,1
20152115052144-891,0
20152115072114-129,1
20152115082118-322,1
20152115112117-209,1
20152115122135-105,1
20152115122151-22,2
20152116012117-783,1
20152116012154-321,2
20152116022122-905,2
20152116032136-119,0
20152116052127-688,1
20152117012105-319,0
20152117022134-310,0
20152117022136-22,0
20152117022138-506,1
20152117032144-298,1
20152117032153-479,0
20152117082147-620,1
20152117102116-550,0
20152117102125-801,0
20152117102148-715,0
20152117112144-981,1
20152118012111-932,2
20152118012158-789,1
20152118022105-958,0
20152118022130-931,1
20152118032137-233,0
20152118042118-402,2
20152118042132-912,1
20152118062116-871,1
20152118062119-213,0
20152118072137-646,2
20152118082127-664,0
20152118102115-982,0
20152118102155-426,1
20152118112126-133,2
20152119012112-241,0
20152119012122-41,2
20152119022156-795,0
20152119042123-730,2
20152119062102-718,2
20152119062142-398,1
20152119072136-180,1
20152119072139-838,0
20152119092102-380,0
20152119092141-364,0
20152119112140-97,1
20152119112147-519,2
20152119122102-412,1
20152120032107-809,2
20152120032144-608,1
20152120042149-770,1
20152120042151-891,1
20152120062113-208,0
20152120062126-798,1
20152120062137-97,1
20152120072110-350,0
20152120072139-567,2
20152120082112-482,2
20152120082123-322,1
20152120092115-393,1
20152120122138-42,1
20152121012154-584,0
20152121032108-158,0
20152121052117-267,1
20152121072132-648,0
20152122032104-25,0
20152122032147-219,0
20152122042102-592,2
20152122082127-299,2
20152122092109-795,1
20152122112149-266,1
20152122122110-0,1
20152123012131-392,1
20152123012154-34,1
20152123012156-892,2
20152123022116-269,1
20152123022155-571,2
20152123032134-92,1
20152123052127-127,1
20152123052153-48,2
20152123082158-381,0
20152123092102-183,2
20152123092103-610,1
20152123102144-807,2
20152123112152-81,2
20152123112157-145,1
20152123112158-667,2
20152124032130-189,0
20152124042144-877,1
20152124042157-591,1
20152124062158-615,1
20152124062158-997,0
20152124092157-104,1
20152124122113-381,0
20152125012145-520,2
20152125052113-381,0
20152125062113-255,0
20152125082143-910,0
20152125092114-567,2
20152126012150-343,1
20152126032100-410,0
20152126032151-160,0
20152126062147-292,2
20152126082127-586,2
20152126082136-831,1
20152126082136-879,1
20152126092144-384,0
20152126102142-711,1
20152126102158-822,2
20152126112132-235,2
20152127022115-856,1
20152127022147-128,1
20152127072121-933,1
20152127072145-488,0
20152127092126-374,2
20152127092127-236,1
20152127102149-247,2
20152127122100-117,1
20152128022142-203,1
20152128042140-763,2
20152128062123-84,0
20152128072158-862,0
20152128082122-345,1
20152128092124-904,0
20152128102128-573,1
20152128102134-587,0
20152128122117-954,2
20152129012109-280,2
20152129052143-619,0
20152129062158-608,1
20152129102109-855,2
20152129102151-57,0
20152130012150-571,1
20152130032113-173,1
20152130042105-824,1
20152130042117-481,1
20152130052126-284,2
20152130072111-229,2
20152130082153-677,0
20152130102130-760,2
20152130122123-358,0
20152131032135-392,2
20152131042143-820,1
20152131052130-113,2
20152131052139-964,0
20152131072114-536,0
20152131082145-700,0
20152201042213-827,2
20152201042246-439,2
20152201082225-621,1
20152201102241-597,1
20152201122209-900,0
20152202012218-44,1
20152202022209-169,2
20152202022250-564,2
20152202032222-714,0
20152202042207-865,0
20152202052214-494,2
20152202062209-615,0
20152202092258-284,2
20152202102216-351,1
20152202102234-147,1
20152202102255-946,1
20152203012222-575,1
20152203022240-717,1
20152203102251-393,0
20152204012203-647,1
20152204022256-24,0
20152204042231-872,0
20152204042233-205,0
20152204072237-355,0
20152204092240-394,2
20152204122238-160,1
20152204122249-309,1
20152205012225-120,2
20152205022233-507,2
20152205052223-701,2
20152205052244-453,1
20152206032253-815,0
20152206032259-605,1
20152206042213-803,2
20152206042215-304,1
20152206102200-278,0
20152206102254-44,1
20152206122234-137,1
20152207042208-551,2
20152207052205-192,2
20152207062203-49,0
20152207062244-430,1
20152207072213-862,1
20152207082206-772,0
20152207092241-349,1
20152207112247-321,1
20152207112251-309,2
20152207122235-665,1
20152207122249-225,2
20152208012223-312,2
20152208012227-661,1
20152208022208-434,2
20152208032247-227,2
20152208042243-251,0
20152208052219-435,0
20152208062246-552,0
20152208072205-212,0
20152208092238-312,1
20152208102214-315,1
20152208112234-845,1
20152209012245-920,1
20152209032232-843,1
20152209042237-129,1
20152209112200-277,1
20152209112223-837,1
20152209122210-562,1
20152209122252-643,1
20152210012222-457,1
20152210012245-940,0
20152210022206-313,1
20152210032211-174,2
20152210052208-675,0
20152210082219-476,1
20152210082225-415,0
20152210092239-278,1
20152210102209-548,2
20152210102259-455,1
20152210112213-643,0
20152210112240-564,1
20152211012222-635,1
20152211022237-502,2
20152211032204-654,0
20152211042208-883,2
20152211042210-394,1
20152211042237-726,2
20152211042257-697,1
20152211072207-967,2
20152211072240-895,0
20152211072259-493,1
20152211092220-167,1
20152211102241-237,0
20152211122236-998,1
20152212012220-833,1
20152212012249-243,1
20152212042240-581,0
20152212062218-105,0
20152212072218-389,1
20152212082224-705,0
20152212092223-877,1
20152212092229-313,1
20152212112239-676,2
20152212112246-498,1
20152212122210-842,1
20152213022222-988,1
20152213052204-177,2
20152213052231-459,1
20152213052248-272,0
20152213062229-308,2
20152213082239-249,1
20152213082245-237,1
20152213092251-545,0
20152213112203-206,2
20152214052220-756,0
20152214082229-840,1
20152214112227-822,0
20152215012241-906,2
20152215012252-40,1
20152215022221-833,2
20152215052253-670,1
20152215082220-506,1
20152215082242-794,0
20152215092206-481,2
20152215092246-386,1
20152215112213-245,1
20152215112254-271,2
20152215122235-485,2
20152216022232-679,2
20152216052222-777,0
20152216082220-757,1
20152216092258-194,0
20152216102203-558,2
20152217012232-158,1
20152217032234-627,2
20152217052212-65,2
20152217052228-789,1
20152217062216-899,0
20152217062234-111,2
20152217082258-420,1
20152217092227-37,0
20152217112251-421,1
20152218012209-123,0
20152218032209-218,1
20152218042251-536,1
20152218052241-425,1
20152218072255-716,0
20152218102211-392,1
20152218112227-86,0
20152218122205-541,1
20152218122219-545,0
20152219012207-18,0
20152219022226-144,0
20152219062237-780,1
20152219062245-400,2
20152219092238-393,1
20152219112242-277,1
20152219122227-40,1
20152219122244-561,1
20152220042220-374,1
20152220052216-995,0
20152220062208-128,1
20152220092213-786,1
20152220102228-66,0
20152220112252-143,1
20152221042228-210,0
20152221072217-797,0
20152221082207-234,0
20152221092251-883,1
20152221102210-862,0
20152221122225-86,2
20152222012249-468,1
20152222022221-91,1
20152222022247-926,1
20152222102227-126,2
20152223022255-149,1
20152223042211-392,0
20152223042218-412,0
20152223052251-513,1
20152223102215-972,2
20152223122243-678,1
20152224012227-459,1
20152224012238-864,2
20152224022226-330,0
20152224022249-336,1
20152224062251-834,2
20152224062254-484,0
20152224092219-261,0
20152225012231-425,1
20152225022204-845,1
20152225032231-526,1
20152225052226-588,1
20152225052227-856,0
20152225052245-62,1
20152225072221-988,2
20152225082250-866,2
20152225102215-515,1
20152225122203-527,0
20152225122214-61,0
20152226012202-158,0
20152226032253-445,0
20152226042225-392,1
20152226052247-507,0
20152226062249-472,2
20152226092250-865,0
20152226102230-122,2
20152226112253-35,2
20152226122251-984,2
20152227012222-977,1
20152227022219-923,0
20152227032213-640,1
20152227032235-207,2
20152227062255-337,2
20152227062258-532,1
20152227082212-733,1
20152228012232-73,2
20152228012256-73,0
20152228052246-362,1
20152228072238-733,2
20152228072255-257,2
20152228082226-837,2
20152228092227-946,1
20152228112223-26,1
20152229012216-958,0
20152229022224-672,2
20152229042252-825,0
20152229052214-773,1
20152229062205-244,2
20152229062214-724,1
20152229062218-697,2
20152229062233-1,1
20152229082208-930,1
20152229082211-119,1
20152229092222-160,1
20152229102207-462,2
20152230022207-391,0
20152230022253-963,2
20152230062207-827,0
20152230072211-448,1
20152230092210-527,0
20152230102236-33,1
20152230112213-138,1
20152230122219-12,1
20152230122233-577,1
20152231032211-936,1
20152231062202-976,1
20152231072249-788,2
20152231082210-565,2
20152231092234-568,1
20152231092249-413,1
20152231122207-586,1
20152231122245-86,2
20152301012309-631,2
20152301012355-664,1
20152301022309-569,2
20152301032339-982,2
20152301032352-299,1
20152301062342-475,2
20152301112328-896,1
20152302012357-409,2
20152302052353-71,1
20152302082313-686,2
20152302082355-364,2
20152302112341-300,1
20152302122333-628,1
20152303022337-383,0
20152303032328-493,1
20152303042327-304,1
20152303052305-443,2
20152303052328-94,1
20152303052342-816,1
20152303082316-783,2
20152303122300-503,0
20152303122324-976,2
20152303122355-921,1
20152304012310-843,1
20152304062326-36,1
20152304062337-472,0
20152304082301-656,1
20152304092306-366,1
20152304102318-470,1
20152304102334-555,1
20152304112312-366,2
20152305012336-61,0
20152305022313-514,1
20152305032346-176,2
20152305042350-547,1
20152305052333-803,1
20152305052335-966,1
20152305062305-421,1
20152305082333-92,1
20152305082336-140,2
20152305082340-588,2
20152305092306-830,1
20152305092355-533,1
20152305102359-381,0
20152305112331-211,0
20152306012327-196,0
20152306012336-797,2
20152306052342-412,0
20152307032323-592,0
20152307032337-327,0
20152307032350-692,1
20152307032352-90,2
20152307042315-347,1
20152307062331-61,2
20152307102329-186,0
20152307122306-159,1
20152308022352-388,0
20152308032332-748,0
20152308032338-323,1
20152308042340-603,1
20152308042350-143,1
20152308052309-408,1
20152308052334-841,2
20152308052350-291,0
20152308062330-627,1
20152308092357-115,2
20152308112339-333,0
20152309012303-904,1
20152309032337-465,1
20152309042301-368,1
20152309042314-932,1
20152309042338-514,1
20152309042350-396,0
20152309052315-705,2
20152309052319-743,2
20152309062306-178,1
20152309062330-493,1
20152309072326-14,0
20152309092303-862,1
20152309122344-82,0
20152309122352-628,0
20152310012300-960,1
20152310012347-406,1
20152310032333-876,0
20152310032340-322,1
20152310062330-670,2
20152310062340-347,0
20152310072357-609,1
20152310082337-650,0
20152310122302-214,2
20152310122310-667,1
20152310122331-147,2
20152310122332-782,0
20152310122351-816,2
20152311042305-710,1
20152311042309-856,0
20152311062307-732,1
20152311062324-562,1
20152311062341-163,1
20152311072310-506,1
20152311072315-507,0
20152311102311-455,0
20152311102347-770,2
20152311112310-680,1
20152311122311-487,1
20152311122334-641,2
20152312032306-68,2
20152312032319-646,1
20152312032331-150,2
20152312072343-139,2
20152312092334-13,1
20152312102355-589,2
20152312112319-869,1
20152312122312-603,1
20152313012351-447,1
20152313032302-271,1
20152313042355-59,2
20152313082337-923,2
20152313082354-230,1
20152313102357-845,0
20152313112312-967,2
20152313112315-738,0
20152314022354-603,2
20152314062321-228,2
20152314062351-552,0
20152314072344-822,1
20152314082352-547,1
20152314092359-912,2
20152314112304-131,2
20152315032358-764,2
20152315072332-767,2
20152315082333-104,2
20152315092322-945,0
20152315102309-132,0
20152315102339-716,0
20152315102354-941,1
20152315112315-857,2
20152315112350-62,1
20152315122321-162,1
20152316042323-34,1
20152316042327-753,0
20152316052346-175,1
20152316062304-669,0
20152317012342-801,1
20152317012346-970,1
20152317022307-38,1
20152317022313-873,1
20152317022335-709,1
20152317032338-48,1
20152317092314-52,1
20152317102301-124,2
20152317102350-322,0
20152317122348-82,1
20152318072357-176,2
20152318082312-652,0
20152318082352-750,0
20152318082356-512,0
20152318102340-546,1
20152318122323-590,2
20152318122332-895,2
20152319012332-577,2
20152319052345-291,0
20152319052357-61,2
20152319062326-778,1
20152319062329-368,0
20152319082350-281,0
20152319092320-59,0
20152319102320-697,1
20152319102327-675,2
20152319102346-104,1
20152319122309-722,1
20152320032305-961,0
20152320042343-566,2
20152320062307-304,0
20152320082328-24,2
20152320082347-537,0
20152320082354-550,1
20152320122309-834,1
20152321032356-54,1
20152321052344-894,1
20152321082309-919,2
20152322022322-987,0
20152322022341-751,0
20152322022358-505,1
20152322032311-486,0
20152322032341-450,1
20152322042319-725,1
20152322072348-123,1
20152322082341-481,2
20152322092332-533,1
20152322102328-907,1
20152322112332-133,1
20152323012334-36,1
20152323032339-44,1
20152323042339-40,1
20152323062321-314,0
20152323072326-280,2
20152323072348-119,2
20152323092311-855,2
20152323112354-819,1
20152323122345-460,2
20152324022320-66,1
20152324022327-190,1
20152324042300-801,1
20152324052315-848,1
20152324062336-990,1
20152324062346-315,1
20152324122302-106,2
20152325012334-763,1
20152325032338-563,1
20152325042329-787,0
20152325042351-815,1
20152325062348-193,2
20152325092328-229,1
20152325092351-461,0
20152326012317-940,1
20152326062339-173,0
20152326082325-308,1
20152326092313-487,0
20152327042320-323,0
20152327072313-908,2
20152327072324-277,1
20152327072350-759,2
20152327092353-670,1
20152328042352-915,2
20152328052331-12,1
20152328052341-673,1
20152328062340-570,0
20152328082316-929,1
20152328092339-933,1
20152328102355-953,2
20152328112340-523,1
20152328112352-194,2
20152328122311-696,2
20152329032334-147,0
20152329032351-969,2
20152329042336-445,1
20152329052335-690,1
20152329062349-272,2
20152329072302-894,1
20152329082330-106,1
20152329112318-793,2
20152330012336-951,0
20152330032302-7,2
20152330072319-809,0
20152330112320-637,1
20152330112343-14,1
20152330112343-461,1
20152330122319-139,1
20152331032358-34,1
20152331062301-12,0
20152331102327-0,1
20152331112304-830,0
20152331112333-23,1
20152401012401-945,0
20152401042423-667,2
20152401042455-455,0
20152401052435-718,1
20152401082415-2,2
20152401082424-321,0
20152401092405-316,0
20152402022405-673,0
20152402022440-487,0
20152402052415-950,0
20152402052446-631,1
20152402102451-539,0
20152402112425-692,2
20152403022431-861,1
20152403072422-270,2
20152403072422-587,1
20152403092415-182,2
20152403092450-889,1
20152403092454-380,0
20152403102434-408,1
20152403122407-918,1
20152403122411-987,1
20152403122426-392,1
20152404012417-940,2
20152404022405-329,1
20152404022448-606,1
20152404042428-569,1
20152404052454-27,1
20152404052454-43,1
20152404072411-614,2
20152405012441-733,1
20152405022459-647,1
20152405032406-480,2
20152405042448-474,2
20152405052406-500,1
20152405052429-339,2
20152405052429-552,1
20152405072434-384,0
20152405072454-867,1
20152405082447-612,0
20152405092403-279,1
20152405112431-324,1
20152405122407-516,1
20152405122436-184,2
20152406032402-937,0
20152406062413-985,1
20152406062431-898,0
20152406112431-687,0
20152407022444-628,1
20152407072413-469,2
20152407092408-902,0
20152407112407-347,2
20152408032407-297,2
20152408032428-524,2
20152408052435-531,1
20152408092417-963,2
20152408102406-549,1
20152408102413-854,2
20152408112419-449,2
20152408122403-570,1
20152408122408-513,2
20152408122413-113,1
20152409032441-824,1
20152409072430-537,1
20152409072455-322,2
20152410022441-44,2
20152410052429-714,2
20152410062418-384,2
20152410062442-798,2
20152411022428-441,1
20152411032440-684,0
20152411062410-916,0
20152411082414-565,0
20152411082436-105,0
20152411112400-77,1
20152411112403-168,1
20152412032403-590,1
20152412032434-101,2
20152412052457-971,2
20152412072424-920,0
20152412092409-540,0
20152412102404-488,0
20152412112444-843,2
20152413022453-895,2
20152413042403-986,1
20152413082458-639,2
20152413092454-51,1
20152414012445-532,0
20152414012455-891,2
20152414032433-552,2
20152414062411-153,1
20152414072405-565,2
20152414072427-544,0
20152414102424-455,2
20152414102459-200,0
20152414112403-762,0
20152414112449-719,1
20152414122415-656,1
20152414122458-225,0
20152415022421-459,2
20152415032400-232,1
20152415032411-506,1
20152415072428-134,1
20152415082432-673,2
20152415082445-519,2
20152415102404-680,0
20152416012433-808,0
20152416052437-776,0
20152416072430-9,1
20152416082403-649,0
20152416092419-925,2
20152416092443-318,1
20152416102430-660,0
20152416112439-676,1
20152417062433-543,1
20152417072435-96,2
20152417092440-18,1
20152418032419-355,2
20152418042404-126,1
20152418062402-211,1
20152418062431-881,2
20152418062434-209,1
20152418082406-450,2
20152418082414-70,1
20152419022425-210,0
20152419032446-621,1
20152419032457-473,0
20152419072451-481,1
20152419082409-947,1
20152419102424-497,0
20152419112454-313,0
20152420022410-547,2
20152420022419-264,1
20152420032414-663,0
20152420032437-451,1
20152420042418-788,1
20152420092438-901,0
20152420102431-623,1
20152420122408-685,1
20152420122429-39,1
20152420122455-320,1
20152420122455-589,0
20152421012429-950,0
20152421022448-172,2
20152421022459-684,1
20152421032440-973,2
20152421042448-292,0
20152421062416-977,1
20152421072403-434,0
20152421122448-609,2
20152422012450-156,2
20152422012456-587,2
20152422022432-539,0
20152422022446-473,2
20152422042432-491,1
20152422072455-952,1
20152422092440-277,2
20152422092444-139,1
20152422112440-749,1
20152423022412-719,1
20152423052446-168,2
20152423062407-315,0
20152423072412-875,1
20152423082429-73,0
20152423092439-48,1
20152423112402-763,2
20152423112459-17,2
20152424032429-194,1
20152424042420-968,0
20152424052443-578,0
20152424062413-508,1
20152424062441-168,1
20152424062452-330,0
20152424072445-404,1
20152424092415-398,1
20152424092432-500,2
20152424092452-62,2
20152424112431-241,1
20152424112450-95,1
20152425022404-621,1
20152425042429-767,1
20152425052441-935,2
20152425052447-406,1
20152425092455-910,0
20152425102452-494,2
20152425112418-776,1
20152425122402-939,2
20152426012406-588,0
20152426012444-553,2
20152426042443-801,2
20152426062419-163,1
20152426062421-939,0
20152426062434-212,1
20152426082409-815,0
20152426102420-898,0
20152426112406-630,1
20152426112411-28,1
20152427042457-76,1
20152427052450-592,2
20152427082431-293,1
20152427102437-384,0
20152427102449-480,1
20152428012418-349,0
20152428082416-736,1
20152428092457-800,1
20152428112424-840,1
20152428112426-434,0
20152429012447-906,2
20152429032416-518,2
20152429062400-884,1
20152429072428-70,2
20152429082415-229,2
20152429092418-25,0
20152430012427-9,1
20152430012458-590,1
20152430032437-581,0
20152430072403-109,1
20152430092403-586,1
20152430092422-260,1
20152430092456-841,1
20152431022403-301,2
20152431042401-601,0
20152431042436-774,1
20152431052426-912,1
20152431062440-856,2
20152431082455-57,0
20152431122444-914,1
20152501012546-952,1
20152501012557-10,1
20152501022508-822,1
20152501032501-316,0
20152501032517-581,1
20152501042554-868,1
20152501052505-264,2
20152501052545-509,2
20152501062522-694,1
20152501072548-463,1
20152501072557-71,1
20152501082533-97,2
20152501092548-592,0
20152501112519-331,1
20152502022556-609,0
20152502052551-148,0
20152502052558-440,1
20152502062553-799,1
20152502092544-104,2
20152502112508-357,0
20152502112545-83,1
20152503012502-560,2
20152503032527-873,1
20152503092511-223,2
20152503122522-339,2
20152504042505-190,2
20152504042522-96,1
20152504062558-894,1
20152504072503-198,2
20152504082535-450,1
20152504102511-329,1
20152504102521-438,2
20152504102537-658,1
20152504102542-990,2
20152504112551-431,1
20152505042539-392,1
20152505052550-320,1
20152505062547-670,0
20152505072520-878,1
20152505072542-147,0
20152505102515-978,1
20152505102537-378,1
20152505102539-470,2
20152505122536-553,0
20152506022558-327,1
20152506042502-26,0
20152506042511-712,1
20152506102551-352,1
20152506112538-503,1
20152506122555-795,2
20152507042510-272,2
20152507042512-111,2
20152507042513-559,0
20152507042535-456,1
20152507042553-806,2
20152507052543-844,2
20152507062510-527,2
20152507062525-949,0
20152507072524-315,2
20152507072529-237,1
20152507082537-2,1
20152508032527-438,1
20152508052555-733,2
20152508062501-133,0
20152508072546-205,1
20152508082517-666,2
20152508082544-654,1
20152508092527-156,2
20152508092529-564,1
20152508122539-888,2
20152509022530-659,1
20152509052554-869,0
20152509062517-713,1
20152509072510-961,1
20152509072520-737,2
20152509072533-673,1
20152509092558-706,0
20152509102521-374,2
20152509112544-291,2
20152509112549-162,2
20152509112558-632,2
20152509122522-677,0
20152510042538-641,0
20152510092527-332,1
20152510112541-380,1
20152511042559-219,0
20152511052523-668,0
20152511062558-155,1
20152511072526-706,1
20152511082550-104,0
20152511092509-781,2
20152511102520-964,2
20152511122515-404,2
20152511122549-56,2
20152512042530-460,0
20152512052534-249,2
20152512062542-417,2
20152512062545-262,1
20152512092555-343,1
20152512122535-411,1
20152513022510-403,1
20152513042503-895,0
20152513062511-634,0
20152513062528-584,1
20152513092510-289,2
20152513092510-818,1
20152513092548-480,1
20152513092550-113,2
20152513102540-141,2
20152513102549-213,1
20152513102558-161,1
20152514012518-423,1
20152514072513-701,0
20152514072525-135,1
20152514082508-137,0
20152514102555-759,2
20152514122548-18,2
20152515012542-655,1
20152515012543-659,1
20152515022543-461,0
20152515022548-940,2
20152515032502-467,2
20152515042526-374,1
20152515042527-388,0
20152515062540-976,0
20152515082556-333,0
20152515102520-183,1
20152515102557-50,1
20152515112517-831,0
20152515112525-739,2
20152515122543-890,2
20152516012505-332,1
20152516032549-968,2
20152516042528-805,2
20152516042540-669,2
20152516052541-990,0
20152516072546-954,2
20152516072549-566,1
20152516082512-745,1
20152516102554-495,0
20152516122531-638,1
20152517012505-445,0
20152517012540-586,1
20152517032501-916,0
20152517042527-36,1
20152517052550-256,2
20152517072506-105,0
20152517072521-921,2
20152517072551-546,2
20152517082542-792,0
20152517082550-64,0
20152517092529-612,1
20152518012558-924,1
20152518022508-403,1
20152518042537-745,1
20152518072549-657,2
20152518092508-778,1
20152518102540-889,1
20152518112549-926,0
20152519022524-610,1
20152519022555-673,2
20152519042530-485,2
20152519042555-47,1
20152519052551-298,0
20152519062544-210,2
20152519082511-770,0
20152519102554-161,2
20152519112516-176,2
20152520022515-874,2
20152520032534-568,2
20152520042545-155,1
20152520062536-43,1
20152520062540-431,1
20152520092520-405,1
20152521022518-901,1
20152521022555-359,0
20152521032508-395,1
20152521052513-445,1
20152521052530-437,1
20152521082513-203,0
20152521082518-316,1
20152521082543-773,1
20152521092506-969,2
20152522012519-402,1
20152522052539-144,0
20152522062502-870,2
20152522062547-875,0
20152522072536-373,1
20152522072551-380,1
20152523012506-74,1
20152523032526-775,1
20152523042522-538,1
20152523062510-74,2
20152523082535-186,1
20152523102537-132,1
20152524012500-138,1
20152524032503-334,1
20152524032553-30,1
20152524042528-383,1
20152524042552-114,1
