car_id, route_cluster1
20151014121052-483,41
20151015011037-717,53
20151015011055-262,50
20151015031015-762,8
20151015041055-891,2
20151015061023-821,65
20151016041029-215,14
20151016051049-90,40
20151016061047-578,2
20151016081024-907,2
20151016091014-990,35
20151016101030-441,41
20151017051055-952,11
20151017061038-255,34
20151017071057-598,25
20151017081005-686,55
20151017091042-992,38
20151017101005-541,13
20151018031004-469,50
20151018041035-645,110
20151018061010-911,6
20151018071010-683,8
20151018071033-244,8
20151018071045-954,71
20151018081043-314,50
20151018091033-267,87
20151018101043-303,6
20151018101055-192,6
20151018121007-749,24
20151019011020-645,40
20151019021027-10,112
20151019021032-845,6
20151019071032-613,8
20151019081015-655,40
20151019081022-530,73
20151019101010-336,99
20151019101012-506,86
20151019111046-645,23
20151019121020-200,8
20151020021029-947,43
20151020031037-765,15
20151020061037-783,33
20151020061044-163,1
20151020081012-980,10
20151020081034-411,2
20151020081055-387,3
20151020091049-173,105
20151020101023-490,22
20151020101042-117,108
20151020101057-778,2
20151020121004-731,88
20151021011007-107,22
20151021011021-123,107
20151021011047-387,20
20151021021029-879,8
20151021041005-169,70
20151021041059-868,23
20151021071000-996,72
20151021081021-48,3
20151021081056-343,6
20151022021027-109,94
20151022031032-538,99
20151022041004-148,107
20151022051010-355,22
20151022061016-652,3
20151022071023-682,21
20151022081040-716,21
20151022091000-636,7
20151022101006-317,9
20151023011019-241,1
20151023011043-359,21
20151023011047-340,12
20151023041017-423,36
20151023061021-360,22
20151023071017-983,3
20151023091027-655,94
20151024021019-274,3
20151024041025-203,119
20151024061054-929,14
20151024071035-474,12
20151024091033-928,107
20151024091047-753,2
20151024111054-335,6
20151024121023-596,73
20151025031037-733,17
20151025051001-380,72
20151025051010-523,8
20151025051035-258,68
20151025061010-490,36
20151025071006-134,34
20151025091049-824,22
20151025101044-367,75
20151025121050-736,21
20151025121055-883,3
20151026021048-97,22
20151026031053-559,37
20151026041051-922,84
20151026051008-681,21
20151026051047-171,5
20151026061007-244,94
20151026061040-488,13
20151026081006-92,59
20151026081044-145,6
20151026091044-859,53
20151026101017-279,3
20151027031029-195,1
20151027041015-67,6
20151027041058-551,29
20151027111009-160,2
20151027121014-341,12
20151027121025-240,59
20151027121055-218,101
20151028011004-424,3
20151028011029-820,109
20151028041049-767,22
20151028061026-297,0
20151028071020-362,94
20151028071051-431,95
20151028081039-84,59
20151028111000-621,34
20151029011055-228,6
20151029031046-528,97
20151029051029-678,53
20151029051055-468,34
20151029071053-279,107
20151029071056-312,57
20151029081008-399,37
20151029111009-833,72
20151029111047-98,14
20151029121011-173,35
20151029121032-170,59
20151029121058-136,112
20151030021054-842,12
20151030021055-539,24
20151030031051-576,17
20151030051008-262,7
20151030051034-928,22
20151030061038-897,102
20151030081048-623,14
20151030091029-116,77
20151030111021-959,98
20151030111049-10,14
20151030121037-311,41
20151031021043-605,5
20151031031036-320,23
20151031041034-706,70
20151031071048-450,86
20151031081056-17,22
20151031101009-945,17
20151031111040-488,71
20151101011114-329,21
20151101021154-37,21
20151101031124-24,79
20151101031131-640,8
20151101051151-134,110
20151101081109-505,77
20151101081129-848,104
20151101081149-687,91
20151101111123-377,60
20151101121144-520,65
20151102031156-128,60
20151102051100-481,12
20151102061112-279,38
20151102061116-400,48
20151102071157-979,22
20151102091154-662,93
20151102121127-564,1
20151103011107-462,108
20151103021143-224,51
20151103031107-509,11
20151103031148-987,3
20151103041101-253,22
20151103051105-693,6
20151103051148-977,59
20151103061106-863,21
20151103081125-45,30
20151103101135-993,113
20151104041141-688,12
20151104081118-17,36
20151104091103-487,94
20151104091151-104,98
20151104121100-220,80
20151104121107-641,3
20151104121158-643,103
20151105051129-840,3
20151105061131-878,2
20151105061149-645,22
20151105091109-417,41
20151105121120-955,113
20151106031107-912,103
20151106031127-165,48
20151106041146-807,48
20151106041147-812,2
20151106051111-75,21
20151106051115-506,19
20151106061100-410,80
20151106071136-542,2
20151106071138-520,88
20151106071155-474,58
20151106111107-479,13
20151106111125-413,21
20151106111153-260,22
20151106111158-818,41
20151106121113-182,6
20151107021135-737,75
20151107051117-390,8
20151107061145-484,22
20151107091117-166,3
20151107101114-603,101
20151107111143-376,22
20151108041144-494,12
20151108041145-781,72
20151108061114-819,39
20151108071107-792,23
20151108071113-261,13
20151108081116-912,75
20151108091145-870,22
20151108121153-895,121
20151109041115-191,82
20151109051100-693,68
20151109061133-119,66
20151109071101-943,59
20151109081144-678,73
20151109091155-536,122
20151109101115-984,67
20151110011101-322,33
20151110011132-270,23
20151110041127-50,78
20151110061107-358,17
20151110071151-915,8
20151110091107-217,39
20151110101156-652,75
20151110111130-676,22
20151110121117-357,6
20151111031143-227,20
20151111041119-158,121
20151111041149-456,6
20151111051119-594,55
20151111051151-921,6
20151111071117-291,2
20151112011137-325,35
20151112011152-559,69
20151112031115-285,24
20151112031119-409,96
20151112051139-269,25
20151112061143-303,24
20151112061151-995,21
20151112061152-300,24
20151112091155-964,30
20151112101120-762,3
20151113011105-825,3
20151113011118-560,97
20151113011134-396,25
20151113031115-28,79
20151113061129-478,67
20151113061132-529,93
20151113071127-855,73
20151113081103-202,86
20151113121156-771,99
20151114021155-680,14
20151114021156-85,32
20151114041158-903,14
20151114071121-782,121
20151114071159-705,39
20151114081116-872,90
20151114111101-450,66
20151114121111-116,6
20151115011116-242,23
20151115031100-780,65
20151115031111-758,2
20151115041109-804,16
20151115041148-836,57
20151115121122-695,46
20151115121128-639,23
20151116021105-602,11
20151116031103-753,28
20151116031124-797,2
20151116031127-78,41
20151116071131-16,94
20151116081119-191,112
20151116121132-353,44
20151116121148-838,75
20151117011106-544,8
20151117021110-932,3
20151117031145-748,1
20151117051123-614,35
20151117051152-432,22
20151117101107-46,75
20151117101156-58,115
20151117111104-955,8
20151118021145-170,28
20151118041143-934,11
20151118061145-872,102
20151118091136-43,28
20151118101124-666,71
20151118121155-903,13
20151119021156-883,23
20151119031125-461,36
20151119061103-218,24
20151119061106-100,14
20151119091122-744,51
20151119091154-119,48
20151119111132-408,4
20151120021127-21,41
20151120051116-435,23
20151120051143-352,23
20151120071106-120,4
20151120071128-12,12
20151120081141-291,99
20151121031117-949,17
20151121041130-372,64
20151121051118-213,6
20151121061101-398,12
20151121091124-890,32
20151121091142-55,6
20151121101114-73,1
20151121101130-569,64
20151121111157-61,99
20151121121107-368,103
20151121121126-475,71
20151121121131-715,65
20151121121155-143,21
20151122011142-477,54
20151122021105-937,58
20151122021140-914,80
20151122031104-627,23
20151122031145-815,76
20151122041139-836,8
20151122051127-509,24
20151122081111-220,67
20151122081111-931,13
20151122091136-164,23
20151122101117-220,65
20151122101132-880,21
20151122101154-714,32
20151123021110-405,2
20151123021124-160,1
20151123021150-692,2
20151123071139-244,23
20151123101157-660,8
20151124031108-240,36
20151124041119-151,16
20151124041131-688,14
20151124081114-91,70
20151124081137-232,43
20151124111122-818,36
20151125021110-876,0
20151125071146-648,85
20151125101125-687,14
20151125121136-226,5
20151125121147-666,50
20151126011144-948,86
20151126021152-691,22
20151126051137-634,3
20151126051156-263,27
20151126071103-548,8
20151126071153-679,3
20151126071158-727,3
20151126081107-580,3
20151126091121-945,3
20151126111143-228,102
20151127051117-574,69
20151127061106-88,118
20151127061136-939,39
20151127081135-995,14
20151127091156-609,28
20151127091157-308,3
20151127101117-321,17
20151127101119-956,62
20151128011138-111,22
20151128011156-261,1
20151128051129-591,49
20151128051155-195,100
20151128071144-68,36
20151128081117-253,2
20151128091137-757,97
20151128091155-501,5
20151128101107-583,8
20151128101114-530,106
20151128111129-309,1
20151128111144-648,92
20151128121126-103,107
20151128121144-636,2
20151129041113-818,22
20151129071142-601,21
20151129101109-424,41
20151129101133-538,119
20151129101152-17,2
20151129111105-997,12
20151129111138-228,14
20151129121122-794,49
20151130011100-867,14
20151130011131-735,1
20151130031121-169,8
20151130031142-294,21
20151130041104-293,24
20151130061138-166,8
20151130061141-5,3
20151130081115-826,32
20151130091113-828,38
20151131021149-695,108
20151131031129-413,3
20151131081108-573,27
20151131081112-556,12
20151131091100-593,8
20151131121113-604,14
20151201011252-32,2
20151201031214-85,67
20151201031215-712,1
20151201031245-77,96
20151201051230-898,49
20151201061206-641,50
20151201061251-794,120
20151201071206-107,70
20151201071254-656,44
20151201081219-907,76
20151201101257-374,6
20151201121236-41,30
20151202011253-62,65
20151202021203-963,94
20151202021230-956,17
20151202051249-156,25
20151202061226-132,1
20151202071233-557,87
20151202081232-209,12
20151202101257-746,121
20151202121203-224,3
20151203011232-992,106
20151203041231-943,36
20151203041234-867,14
20151203081248-820,24
20151203101246-894,113
20151203121253-478,1
20151204011207-25,8
20151204011238-471,8
20151204031209-720,21
20151204031221-340,45
20151204041235-141,65
20151204071215-745,45
20151204071251-825,14
20151204111220-934,63
20151204111228-777,23
20151204121208-62,23
20151205011253-317,25
20151205021240-761,51
20151205021255-377,37
20151205031250-205,21
20151205061202-442,107
20151205061240-99,6
20151205071201-727,21
20151206021222-166,12
20151206051246-156,19
20151206061257-541,25
20151206081220-45,2
20151206081231-342,14
20151206081251-376,22
20151206091237-906,24
20151207031204-699,76
20151207031239-581,75
20151207071218-322,6
20151207081249-632,32
20151207091211-916,71
20151207091215-793,73
20151207101219-530,52
20151208041208-309,60
20151208071245-482,18
20151208091219-174,83
20151208091253-564,103
20151209021212-232,63
20151209031242-452,120
20151209101239-365,8
20151209111219-195,58
20151209121226-172,6
20151210021211-711,12
20151210021258-493,110
20151210031224-723,39
20151210041246-108,73
20151210071211-297,6
20151210101225-79,67
20151210101237-47,36
20151210101238-75,26
20151210111240-272,21
20151210121248-239,11
20151211021211-921,60
20151211031240-876,33
20151211051227-514,32
20151211051247-172,86
20151211051259-166,17
20151211061235-957,75
20151211061241-520,94
20151211071215-709,15
20151211081210-391,48
20151211091201-575,37
20151211101209-170,23
20151211111220-922,12
20151211121232-51,107
20151212011241-763,60
20151212011243-975,111
20151212021252-485,72
20151212031240-621,13
20151212041215-0,23
20151212051226-954,26
20151212061217-99,80
20151212061227-505,22
20151212061257-521,22
20151212071202-912,22
20151212081202-125,85
20151212111223-167,21
20151212121250-641,77
20151214011236-336,23
20151214041201-843,22
20151214081239-359,6
20151214101200-618,23
20151214101217-551,59
20151214111219-521,22
20151215011211-758,75
20151215021211-822,1
20151215021238-599,3
20151215031227-659,25
20151215071240-346,6
20151215081216-371,2
20151215111234-603,39
20151216041200-755,75
20151216061214-975,32
20151216061234-273,3
20151216071229-410,3
20151216111200-357,6
20151216121204-341,58
20151216121234-750,3
20151217011215-52,8
20151217031205-749,66
20151217031233-634,114
20151217041252-159,8
20151217061258-570,21
20151217081231-508,14
20151217091221-584,22
20151217101212-140,77
20151217101228-746,3
20151217101248-377,98
20151217121243-265,79
20151217121251-526,48
20151218031248-730,22
20151218041253-506,2
20151218051211-725,64
20151218101204-383,39
20151218121208-297,8
20151219011251-234,2
20151219031239-975,14
20151219051238-555,41
20151219061259-337,40
20151219081235-39,20
20151219081244-360,29
20151219091205-152,102
20151219101232-863,118
20151220031238-653,12
20151220061227-950,74
20151220071232-910,101
20151220081200-742,41
20151220081248-394,21
20151220101200-78,101
20151221021214-964,25
20151221041237-821,4
20151221051211-612,21
20151221091212-16,6
20151221091241-93,7
20151221091244-979,50
20151221101252-161,1
20151222021205-875,23
20151222031241-371,103
20151222051229-742,70
20151222061237-438,115
20151222061256-162,14
20151222081247-292,3
20151222121215-335,6
20151222121218-329,73
20151223041229-241,23
20151223081226-766,6
20151223091207-538,23
20151223091224-134,36
20151223091254-664,15
20151224021228-978,22
20151224031247-625,21
20151224041202-651,67
20151224041233-373,86
20151224041242-581,1
20151224061201-826,14
20151224101227-56,32
20151224121210-614,77
20151225031208-655,75
20151225031224-774,34
20151225041253-640,5
20151225041257-977,33
20151225051248-279,67
20151225071221-449,78
20151225091206-465,35
20151225091237-930,86
20151225121214-761,53
20151225121247-656,65
20151226021220-877,3
20151226031229-659,41
20151226031239-133,54
20151226061234-537,119
20151226101236-942,14
20151226121233-295,86
20151227041255-244,88
20151227101235-797,8
20151227111237-390,32
20151228011242-334,54
20151228011247-72,33
20151228021221-216,10
20151228021233-116,59
20151228031201-976,3
20151228111242-521,14
20151229041207-285,66
20151229041225-130,11
20151229041255-791,115
20151229071227-475,19
20151229071243-282,13
20151229091239-775,72
20151229111259-568,105
20151229121215-192,3
20151229121216-715,57
20151230021228-117,36
20151230061216-549,43
20151230091228-162,99
20151231031229-263,14
20151231031233-897,56
20151231031240-441,14
20151231081203-407,78
20151231081230-646,2
20151231121203-449,5
20151231121209-661,1
20151301011335-837,8
20151301021340-472,36
20151301031345-134,106
20151301081324-366,6
20151301091306-345,61
20151301101307-609,33
20151301111308-417,36
20151301111352-990,73
20151302021351-258,6
20151302031316-697,23
20151302071301-31,25
20151302081321-676,65
20151302091349-722,50
20151302111323-649,49
20151302121324-471,12
20151302121334-985,24
20151302121348-104,50
20151303011307-789,30
20151303021334-51,24
20151303021356-890,118
20151303071356-254,42
20151303081343-855,94
20151303091327-618,23
20151303091355-495,113
20151303111300-96,92
20151303111344-23,56
20151303121356-752,12
20151304011309-445,6
20151304011310-154,31
20151304011353-532,62
20151304041354-441,17
20151304071316-371,41
20151304071340-680,66
20151304091319-319,6
20151304111314-18,6
20151304121328-420,31
20151305011309-201,79
20151305011343-613,14
20151305011359-918,1
20151305041331-383,98
20151305041332-847,13
20151305041338-913,14
20151305071325-466,60
20151305081322-814,67
20151305091314-191,24
20151305101314-545,2
20151305111329-743,14
20151305121305-440,1
20151306041354-468,21
20151306101312-518,21
20151306101326-304,113
20151306121325-748,106
20151306121351-539,62
20151307011356-805,10
20151307021320-869,35
20151307031354-312,6
20151307081300-707,52
20151307081304-762,12
20151307081342-234,6
20151307091313-62,12
20151307091345-782,56
20151307121323-821,90
20151308011359-158,98
20151308021340-431,12
20151308041310-170,0
20151308041318-416,18
20151308061328-655,99
20151308081312-606,11
20151308081323-27,21
20151308101333-914,16
20151308111306-767,23
20151309031329-895,8
20151309041300-869,101
20151309041310-608,75
20151309041329-530,3
20151309051302-646,6
20151309051316-267,39
20151309071349-323,6
20151309081300-178,8
20151309121323-469,1
20151310021306-658,40
20151310021345-410,21
20151310031355-557,40
20151310041329-620,39
20151310041335-325,24
20151310041356-561,83
20151310041357-306,2
20151310061300-469,23
20151310071301-518,1
20151310071350-967,14
20151310091305-997,6
20151310091325-192,30
20151310101330-91,68
20151311031311-115,107
20151311031335-56,106
20151311061339-448,2
20151311111340-727,6
20151312011312-740,36
20151312011358-106,12
20151312041320-612,24
20151312041350-13,113
20151312041356-837,120
20151312051315-26,28
20151312071335-425,101
20151312071346-110,8
20151312091321-690,17
20151312101325-662,94
20151313011306-451,25
20151313011356-56,33
20151313041349-276,0
20151313051340-385,55
20151313061319-588,33
20151313061354-628,41
20151313071329-807,3
20151313121350-300,22
20151314011311-1,43
20151314031357-714,23
20151314051309-415,8
20151314051327-38,106
20151314081311-344,12
20151314081340-101,4
20151314091343-744,32
20151314121322-316,3
20151315011308-405,118
20151315031359-879,10
20151315061319-183,1
20151315061347-338,22
20151315071301-935,6
20151315071343-468,21
20151315071346-592,21
20151315081335-664,22
20151315091329-68,11
20151315111315-406,14
20151315121331-773,118
20151315121352-5,21
20151315121354-235,0
20151316021331-595,88
20151316021336-107,103
20151316041349-976,112
20151316081351-237,8
20151316091342-715,2
20151317011327-569,2
20151317011343-845,14
20151317041326-366,52
20151317071311-118,74
20151317081319-931,74
20151317091337-976,3
20151317101347-90,23
20151317101348-437,61
20151317121347-174,75
20151318021301-158,36
20151318021316-5,24
20151318041322-791,22
20151318051330-957,37
20151318061334-243,104
20151318081330-411,54
20151318101338-951,29
20151318101343-137,87
20151318121304-995,24
20151319011338-241,14
20151319031311-305,21
20151319041336-619,41
20151319061333-620,111
20151319061345-195,22
20151319071328-344,14
20151319081302-226,33
20151319101312-156,70
20151319101335-59,81
20151320011321-666,2
20151320011329-865,14
20151320031302-558,21
20151320031302-782,21
20151320081334-545,1
20151320091309-87,65
20151320091322-984,3
20151320101309-415,75
20151320101317-830,1
20151320111314-421,8
20151321021309-357,6
20151321031350-156,21
20151321061336-628,13
20151321071310-542,23
20151321111329-290,23
20151321121338-394,14
20151322051315-282,55
20151322051354-364,34
20151322061336-323,12
20151322081322-215,30
20151322091300-409,51
20151322091311-996,15
20151322091314-124,23
20151322091316-1,49
20151322101302-482,39
20151322111353-436,115
20151322121351-809,99
20151323011308-91,12
20151323041310-904,24
20151323051332-261,22
20151323091321-552,2
20151323091336-516,5
20151323091349-479,11
20151323121318-53,14
20151324031316-217,6
20151324041317-432,58
20151324041323-86,16
20151324041331-293,8
20151324051326-345,49
20151324061307-900,64
20151324081302-127,74
20151324081341-286,79
20151325051302-904,24
20151325051319-382,5
20151325071355-403,24
20151325101341-201,14
20151326021319-917,40
20151326021339-94,65
20151326031310-457,98
20151326031321-981,74
20151326031328-475,2
20151326031334-997,60
20151326041353-166,24
20151326071341-210,14
20151326081346-390,14
20151326091313-350,6
20151326101304-475,12
20151326111319-353,74
20151327011327-591,1
20151327011349-700,39
20151327021314-581,24
20151327051327-525,5
20151327051344-592,28
20151327081308-327,8
20151327101317-796,9
20151327111316-545,21
20151327121340-726,14
20151327121354-817,23
20151328011351-370,4
20151328021338-40,21
20151328031325-476,22
20151328061313-548,79
20151328091310-450,1
20151328091324-126,24
20151328091352-263,113
20151328101312-818,86
20151328111322-383,14
20151328121327-774,55
20151329011319-87,86
20151329051347-815,55
20151329081357-856,3
20151329101325-617,71
20151329101338-63,8
20151329111340-193,52
20151329111354-725,35
20151329121310-651,48
20151329121356-610,21
20151330021355-948,2
20151330031338-241,114
20151330031338-365,67
20151330031343-393,23
20151330041314-275,114
20151330041347-985,6
20151330051300-634,88
20151330061337-218,3
20151330101315-113,2
20151331011301-396,53
20151331071341-673,115
20151331101332-798,50
20151331121322-413,12
20151401011424-950,57
20151401031439-890,23
20151401031455-428,24
20151401081430-906,23
20151401111429-377,8
20151401121438-732,73
20151402011432-704,34
20151402021419-157,33
20151402061411-692,14
20151402061430-976,6
20151402071449-545,24
20151402081427-528,44
20151402121436-904,24
20151403021402-99,1
20151403031412-911,79
20151403051445-471,76
20151403061425-243,6
20151403061455-374,64
20151403071408-116,107
20151403091420-503,12
20151403101408-211,80
20151403101418-295,74
20151403111404-688,69
20151403111452-285,0
20151403121420-600,78
20151404011436-977,2
20151404021437-954,121
20151404031404-378,20
20151404041402-188,22
20151404041439-995,2
20151404051445-25,58
20151404071441-671,6
20151404081429-288,9
20151404081453-864,83
20151404111432-521,79
20151405011458-832,11
20151405021444-46,89
20151405041449-249,0
20151405051416-248,1
20151405051442-519,53
20151405061416-631,6
20151405081402-223,22
20151405081403-596,12
20151405091418-74,14
20151405111427-937,23
20151405111428-942,7
20151405121430-416,21
20151406031406-139,11
20151406041417-558,3
20151406051448-965,92
20151406061413-234,51
20151406061415-996,1
20151406061442-733,30
20151406091453-794,2
20151406101435-936,2
20151406101448-508,86
20151406111406-468,2
20151406121438-195,24
20151407011437-835,23
20151407051430-695,23
20151407051439-583,110
20151407071448-332,60
20151408061423-887,2
20151408071436-141,103
20151408071439-232,8
20151408121421-792,2
20151409051437-834,17
20151409081439-344,69
20151409101410-293,78
20151409111433-68,115
20151409111437-111,92
20151410041411-39,67
20151410051449-220,14
20151410061405-953,59
20151410061424-60,11
20151410081406-824,75
20151410081443-694,113
20151410081454-499,8
20151410121404-559,25
20151411011444-524,24
20151411031453-479,44
20151411041426-476,91
20151411051411-908,32
20151411071427-615,2
20151411091404-225,99
20151411091415-104,24
20151411091454-825,21
20151411101420-244,6
20151411101443-797,98
20151411121401-100,4
20151412011403-13,30
20151412011420-157,23
20151412031428-824,35
20151412041451-938,12
20151412051415-812,60
20151412051445-249,12
20151412051446-871,35
20151412071422-498,47
20151412081429-334,89
20151412081447-295,13
20151412091419-116,109
20151412101406-34,78
20151413011453-866,24
20151413021408-91,41
20151413021421-999,8
20151413021450-129,38
20151413031402-190,46
20151413051450-791,24
20151413081417-823,80
20151413091400-23,85
20151413101434-985,14
20151413111430-32,2
20151413121455-173,21
20151414021427-933,1
20151414041406-386,96
20151414041459-646,0
20151414061446-0,22
20151414071412-997,6
20151414071421-391,21
20151414121436-419,2
20151415011424-830,21
20151415021431-833,24
20151415031434-50,25
20151415031450-923,96
20151415041403-291,33
20151415041441-660,58
20151415051449-943,95
20151415071411-200,1
20151415091432-219,63
20151415101444-292,3
20151415111423-26,12
20151415121445-482,39
20151416011402-800,30
20151416011455-25,17
20151416021430-997,3
20151416031431-532,70
20151416071408-519,3
20151416071434-670,31
20151416101425-25,39
20151416101435-915,99
20151417011439-309,113
20151417021426-33,122
20151417041407-785,89
20151417061411-139,3
20151417081416-876,0
20151417101456-132,53
20151417121439-407,21
20151418011429-5,22
20151418011444-201,67
20151418031439-550,2
20151418061414-150,12
20151418081449-951,14
20151418111432-774,106
20151419011449-17,23
20151419011455-979,51
20151419101423-391,14
20151419121435-102,61
20151420011427-81,8
20151420041411-431,41
20151420041437-875,94
20151420041444-3,15
20151420051444-405,103
20151420081404-970,22
20151420111417-72,8
20151420121410-632,2
20151421011406-571,12
20151421031443-290,29
20151421111433-40,22
20151422011417-46,54
20151422011422-753,21
20151422021441-456,30
20151422021453-376,106
20151422031406-22,42
20151422031438-466,12
20151422061424-609,2
20151422101430-872,103
20151422111407-244,1
20151422121404-799,6
20151423021404-449,1
20151423021424-22,21
20151423031428-171,3
20151423031454-508,24
20151423051449-551,30
20151423061421-949,59
20151424011408-525,14
20151424021410-748,1
20151424041423-210,108
20151424041436-899,21
20151424071402-400,8
20151424081411-231,68
20151424121444-72,32
20151425031435-396,21
20151425041400-114,22
20151425061414-287,12
20151425091411-178,6
20151425091439-648,94
20151425111443-882,75
20151426021409-949,22
20151426021410-715,56
20151426021455-333,112
20151426031438-668,118
20151426041435-874,6
20151426061419-15,14
20151426081431-759,38
20151426091421-412,5
20151426091431-80,81
20151426101457-965,12
20151426111428-477,47
20151426111436-939,12
20151426111442-960,24
20151427031411-974,43
20151427061439-653,21
20151427061444-918,6
20151427081427-198,6
20151427111436-22,1
20151428021436-718,23
20151428031458-998,57
20151428041421-928,22
20151428061408-195,88
20151428061409-269,37
20151428061441-992,21
20151428061449-768,22
20151428081416-477,11
20151428101432-5,22
20151428101435-596,8
20151428111428-181,60
20151429011429-339,1
20151429021418-221,3
20151429041405-463,107
20151429041423-652,40
20151429051412-750,49
20151429081414-706,2
20151429091426-986,5
20151429091445-144,12
20151429101404-982,49
20151429111451-30,13
20151430011409-669,20
20151430051448-37,14
20151430081404-592,65
20151430091410-634,3
20151430091428-176,12
20151430101402-926,76
20151431011457-183,64
20151431021452-330,13
20151431021459-538,6
20151431041410-501,9
20151431041454-898,8
20151431051408-107,13
20151431051447-636,6
20151431071428-170,93
20151431091410-195,3
20151431101444-411,71
20151431101453-835,53
20151431111405-813,84
20151431121439-712,93
20151501021548-648,111
20151501031546-207,103
20151501041501-974,8
20151501041514-837,92
20151501041530-577,68
20151501051519-505,76
20151501071532-943,102
20151501081501-880,3
20151501121556-124,8
20151502011530-485,31
20151502021555-920,60
20151502051516-710,6
20151502081509-926,6
20151502081513-909,83
20151502091514-362,1
20151502091530-848,49
20151502101538-958,60
20151502111546-232,9
20151502121502-816,64
20151502121513-669,0
20151503011524-795,113
20151503031515-111,6
20151503031528-614,38
20151503041535-262,10
20151503041546-127,79
20151503071547-841,82
20151503081552-98,6
20151503081557-917,33
20151503091545-22,99
20151503091550-577,3
20151503101546-637,8
20151503121511-512,1
20151504021515-769,21
20151504021532-361,23
20151504021557-531,48
20151504061538-491,2
20151504071559-733,102
20151504091530-898,65
20151504091532-80,19
20151504101514-576,11
20151504101541-20,14
20151504111546-565,94
20151504121551-199,24
20151505021549-441,22
20151505021556-896,47
20151505031524-959,19
20151505041552-201,88
20151505101551-848,71
20151506021546-159,21
20151506031509-899,15
20151506031520-642,51
20151506031529-885,45
20151506051559-40,32
20151506061507-556,2
20151506071555-282,46
20151506091506-255,11
20151506091508-380,54
20151506111546-542,2
20151507011530-88,11
20151507021521-535,23
20151507031539-411,50
20151507041507-522,24
20151507041515-490,114
20151507051530-305,60
20151507091534-24,23
20151507101514-517,24
20151507101527-978,97
20151508101502-435,72
20151508101555-94,21
20151508111538-586,78
20151509011505-265,21
20151509021518-470,23
20151509021544-252,97
20151509051511-166,59
20151509061529-73,92
20151509081503-433,55
20151509091525-370,6
20151510011521-553,3
20151510021521-830,8
20151510031519-222,55
20151510051515-843,32
20151510051559-717,36
20151510061538-984,20
20151510081533-93,8
20151510081555-297,19
20151510101519-368,1
20151510101536-354,7
20151510111548-270,8
20151510111553-177,22
20151510111556-634,113
20151510121543-670,44
20151511021500-100,12
20151511021550-3,12
20151511041558-368,99
20151511051548-374,83
20151511061503-898,46
20151511071529-602,41
20151511081530-342,105
20151511091506-577,6
20151511111500-654,92
20151512011521-735,78
20151512071504-236,14
20151512071514-384,23
20151512111517-621,70
20151512121530-448,60
20151513021519-235,8
20151513021550-110,13
20151513031531-524,12
20151513031558-201,12
20151513041529-826,17
20151513101517-292,34
20151513101527-164,23
20151514031512-498,61
20151514031521-506,12
20151514091533-555,25
20151514111514-132,59
20151514111535-583,48
20151514111539-957,77
20151514111543-543,22
20151514121511-340,60
20151514121556-537,1
20151515021534-406,11
20151515031550-326,1
20151515041521-240,92
20151515041526-196,78
20151515051510-708,6
20151515051521-888,6
20151515081555-958,67
20151515091504-639,6
20151515101530-226,11
20151515101532-244,3
20151515101538-806,13
20151515111523-394,8
20151516011512-70,94
20151516021538-697,12
20151516041514-25,7
20151516041547-191,12
20151516071503-790,14
20151516081531-772,121
20151516091544-909,6
20151516101554-769,6
20151516121541-394,14
20151517021543-275,56
20151517041512-160,34
20151517081557-258,103
20151517101525-353,14
20151518011531-224,104
20151518011542-627,59
20151518031527-459,89
20151518041531-923,108
20151518051513-233,9
20151518051530-830,55
20151518051538-141,23
20151518061551-586,10
20151518071528-59,58
20151518111514-302,12
20151518111558-749,103
20151518121552-662,14
20151518121553-489,23
20151519021534-355,9
20151519021535-125,2
20151519021549-725,23
20151519071503-464,22
20151519091517-222,6
20151520021556-881,96
20151520041535-563,17
20151520061516-982,50
20151520091516-280,32
20151520101518-905,25
20151520101518-94,99
20151521011536-810,74
20151521011559-569,15
20151521021503-834,75
20151521021511-720,62
20151521021518-235,96
20151521021558-556,24
20151521031525-991,105
20151521051522-169,27
20151521051524-864,11
20151521061533-537,1
20151521091522-548,17
20151521111559-556,110
20151521121533-656,115
20151522021556-961,6
20151522041501-365,25
20151522041530-157,1
20151522041532-575,23
20151522041555-163,1
20151522051555-293,1
20151522061542-891,81
20151522061557-382,41
20151522081515-994,41
20151522081519-492,94
20151522091552-607,110
20151522091559-339,84
20151522101505-183,1
20151523031533-237,34
20151523051503-870,6
20151523061521-500,20
20151523091527-511,60
20151523091548-948,67
20151523091554-835,3
20151523101503-652,21
20151523101517-447,37
20151523111534-260,6
20151524021516-801,48
20151524031523-535,1
20151524081541-90,23
20151524111501-63,6
20151524111520-882,24
20151524111544-557,24
20151524121519-784,54
20151525031501-300,3
20151525031532-107,53
20151525051529-770,2
20151525101516-848,67
20151525111508-450,2
20151526051501-87,20
20151526051513-980,111
20151526061504-680,84
20151526081503-628,122
20151526081527-704,47
20151526091530-569,5
20151527051554-345,108
20151527061554-681,23
20151527071503-446,1
20151527071538-603,32
20151527081514-392,45
20151527101514-475,1
20151527121503-789,23
20151528021553-459,23
20151528041551-821,54
20151528061507-602,8
20151528061539-192,60
20151528071513-888,49
20151528111524-130,8
20151529031505-215,30
20151529051506-307,7
20151529051508-917,110
20151529071539-841,23
20151529081504-641,34
20151530031532-48,102
20151530051543-867,75
