car_id,sgt_route_cluster_1
20150917070930-301,126
20150917080946-613,5
20150917090944-991,20
20150917100917-854,118
20150917110936-396,32
20150918020909-684,109
20150918030939-609,98
20150918040902-934,56
20150918040947-803,27
20150918040950-592,50
20150918060923-118,68
20150918070924-726,91
20150918070927-459,37
20150918090900-326,20
20150918090928-755,5
20150919040930-907,16
20150919050912-809,43
20150919070939-665,9
20150919070956-883,83
20150919080932-475,30
20150919080957-489,19
20150919120948-627,36
20150920030917-854,111
20150920030922-437,10
20150920050908-75,60
20150920050941-93,9
20150920070902-234,0
20150920070942-773,20
20150920080946-312,0
20150920090915-26,6
20150920090936-12,39
20150920090938-107,84
20150920090952-847,24
20150920100910-742,34
20150920110938-724,39
20150921010943-734,61
20150921020923-489,101
20150921040914-260,9
20150921050904-60,36
20150921060910-378,75
20150921060955-618,36
20150921100928-653,158
20150921100948-225,87
20150921110942-470,27
20150921120902-568,71
20150922010936-575,91
20150922020925-369,0
20150922030934-439,61
20150922040933-573,43
20150922050928-387,10
20150922050932-615,96
20150922060918-792,10
20150922070908-757,157
20150922070941-505,78
20150922080925-387,34
20150922090902-582,65
20150922100951-450,55
20150922110914-684,61
20150922110918-911,2
20150922110928-182,133
20150922120927-553,9
20150923010916-544,60
20150923010936-792,131
20150923010953-577,116
20150923010958-595,100
20150923040918-760,16
20150923050915-668,60
20150923050917-917,27
20150923060924-124,26
20150923060951-106,26
20150923080932-171,27
20150923090925-163,17
20150923110937-484,96
20150924070923-326,63
20150924070945-953,57
20150924080908-529,26
20150924100943-359,80
20150924110950-607,27
20150924120946-229,135
20150925030910-149,26
20150925030923-872,97
20150925030948-317,125
20150925030951-84,69
20150925050919-689,62
20150925070901-487,151
20150925080935-194,33
20150925090921-354,50
20150925090935-77,-1
20150925110937-663,52
20150926010953-860,141
20150926020900-985,46
20150926030958-715,10
20150926060947-3,113
20150926080925-674,20
20150926090945-943,17
20150926110935-427,41
20150926110958-805,129
20150927010900-920,99
20150927080911-300,52
20150927090926-427,114
20150928020950-296,64
20150928090928-39,36
20150929020925-480,31
20150929030929-812,44
20150929060900-676,79
20150929060957-709,129
20150929070904-711,18
20150929070937-287,26
20150929080924-256,15
20150929080956-555,141
20150929090919-621,6
20150929090940-494,4
20150929110918-672,78
20150929120953-961,114
20150930010911-718,75
20150930030938-661,93
20150930030959-468,90
20150930040930-759,50
20150930070915-224,85
20150930080915-526,21
20150930100942-817,48
20150930110907-918,34
20150930110949-443,12
20150931010941-247,87
20150931070953-531,69
20150931110914-65,8
20151001011026-433,88
20151001031016-663,46
20151001041004-853,37
20151001041055-580,132
20151001051049-770,39
20151001081035-840,20
20151001081041-702,97
20151001091013-536,59
20151001091019-787,68
20151001091034-497,96
20151002021015-986,88
20151002041036-991,136
20151002041052-291,73
20151002061057-716,16
20151002071039-91,115
20151002101014-792,112
20151002101036-262,36
20151002111020-73,114
20151002121039-700,4
20151003011029-293,15
20151003031026-495,-1
20151003041033-690,26
20151003071044-386,15
20151003111049-230,17
20151003111052-171,25
20151003121025-950,8
20151004021051-72,75
20151004031053-92,120
20151004041028-27,108
20151004051005-26,70
20151004051047-356,126
20151004061009-733,151
20151004061017-700,69
20151004061023-570,48
20151004081041-724,5
20151004121046-191,88
20151004121057-614,16
20151005021037-110,69
20151005021040-786,84
20151005071024-452,72
20151005071054-722,20
20151005081042-478,27
20151005091027-858,26
20151005111003-947,98
20151006011003-435,9
20151006031009-616,8
20151006031044-506,89
20151006031050-832,1
20151006061022-397,20
20151006071004-39,27
20151006071021-877,39
20151006101006-578,69
20151006101044-543,8
20151006101058-57,78
20151007011028-996,6
20151007011054-189,40
20151007041045-624,54
20151007061036-970,72
20151007061047-838,36
20151007071043-113,27
20151007081019-529,151
20151007081049-256,36
20151007121033-369,16
20151008041030-931,16
20151008041054-232,20
20151008051030-28,57
20151008061014-338,36
20151008061031-83,125
20151008061036-397,16
20151008061041-615,34
20151008091003-541,134
20151008091058-366,104
20151008101012-0,9
20151008101045-291,45
20151008121044-244,62
20151009011000-445,106
20151009031019-176,31
20151009031056-749,48
20151009041023-63,54
20151009041046-979,32
20151009051031-939,82
20151009061018-73,0
20151009061043-83,97
20151009091020-539,101
20151010011010-902,41
20151010061031-394,31
20151010071016-369,9
20151010101051-546,34
20151011011010-245,48
20151011011032-480,6
20151011051048-783,62
20151011071039-976,115
20151011071057-298,71
20151011091000-183,25
20151011091030-55,34
20151011101000-955,106
20151011101030-397,27
20151011101040-543,36
20151012061013-969,68
20151012081019-264,34
20151012091054-963,38
20151012101020-600,108
20151012111048-832,25
20151012111049-904,92
20151013011052-469,137
20151013031002-411,96
20151013041011-524,-1
20151013051031-833,82
20151013091000-885,60
20151013101006-462,12
20151014031005-384,10
20151014041044-388,88
20151014091022-504,104
20151014091036-542,16
20151014111038-871,69
20151014121052-483,52
20151015011037-717,65
20151015011055-262,62
20151015031015-762,10
20151015041055-891,8
20151015061023-821,78
20151016041029-215,141
20151016051049-90,51
20151016061047-578,8
20151016081024-907,8
20151016091014-990,44
20151016101030-441,52
20151017051055-952,121
20151017061038-255,43
20151017071057-598,30
20151017081005-686,67
20151017091042-992,49
20151017101005-541,15
20151018031004-469,62
20151018041035-645,130
20151018061010-911,34
20151018071010-683,10
20151018071033-244,10
20151018071045-954,84
20151018081043-314,62
20151018091033-267,101
20151018101043-303,34
20151018101055-192,6
20151018121007-749,36
20151019011020-645,51
20151019021027-10,132
20151019021032-845,34
20151019071032-613,31
20151019081015-655,51
20151019081022-530,86
20151019101010-336,115
20151019101012-506,100
20151019111046-645,48
20151019121020-200,31
20151020021029-947,54
20151020031037-765,18
20151020061037-783,42
20151020061044-163,9
20151020081012-980,12
20151020081034-411,8
20151020081055-387,69
20151020091049-173,124
20151020101023-490,27
20151020101042-117,128
20151020101057-778,8
20151020121004-731,113
20151021011007-107,27
20151021011021-123,126
20151021011047-387,25
20151021021029-879,31
20151021041005-169,83
20151021041059-868,48
20151021071000-996,85
20151021081021-48,69
20151021081056-343,34
20151022021027-109,142
20151022031032-538,115
20151022041004-148,126
20151022051010-355,27
20151022061016-652,69
20151022071023-682,26
20151022081040-716,26
20151022091000-636,7
20151022101006-317,11
20151023011019-241,9
20151023011043-359,26
20151023011047-340,20
20151023041017-423,46
20151023061021-360,27
20151023071017-983,69
20151023091027-655,109
20151024021019-274,69
20151024041025-203,148
20151024061054-929,16
20151024071035-474,20
20151024091033-928,126
20151024091047-753,8
20151024111054-335,6
20151024121023-596,86
20151025031037-733,21
20151025051001-380,85
20151025051010-523,10
20151025051035-258,81
20151025061010-490,-1
20151025071006-134,43
20151025091049-824,27
20151025101044-367,88
20151025121050-736,26
20151025121055-883,69
20151026021048-97,27
20151026031053-559,47
20151026041051-922,97
20151026051008-681,26
20151026051047-171,5
20151026061007-244,116
20151026061040-488,15
20151026081006-92,72
20151026081044-145,34
20151026091044-859,65
20151026101017-279,69
20151027031029-195,9
20151027041015-67,34
20151027041058-551,38
20151027111009-160,8
20151027121014-341,20
20151027121025-240,72
20151027121055-218,118
20151028011004-424,69
20151028011029-820,129
20151028041049-767,27
20151028061026-297,0
20151028071020-362,116
20151028071051-431,110
20151028081039-84,72
20151028111000-621,43
20151029011055-228,34
20151029031046-528,112
20151029051029-678,65
20151029051055-468,43
20151029071053-279,126
20151029071056-312,70
20151029081008-399,47
20151029111009-833,85
20151029111047-98,16
20151029121011-173,44
20151029121032-170,72
20151029121058-136,132
20151030021054-842,20
20151030021055-539,36
20151030031051-576,21
20151030051008-262,7
20151030051034-928,27
20151030061038-897,120
20151030081048-623,16
20151030091029-116,90
20151030111021-959,114
20151030111049-10,16
20151030121037-311,52
20151031021043-605,5
20151031031036-320,48
20151031041034-706,83
20151031071048-450,100
20151031081056-17,27
20151031101009-945,21
20151031111040-488,84
20151101011114-329,26
20151101021154-37,26
20151101031124-24,92
20151101031131-640,10
20151101051151-134,130
20151101081109-505,90
20151101081129-848,123
20151101081149-687,106
20151101111123-377,73
20151101121144-520,78
20151102031156-128,73
20151102051100-481,20
20151102061112-279,49
20151102061116-400,60
20151102071157-979,27
20151102091154-662,108
20151102121127-564,56
20151103011107-462,128
20151103021143-224,63
20151103031107-509,13
20151103031148-987,69
20151103041101-253,27
20151103051105-693,34
20151103051148-977,72
20151103061106-863,26
20151103081125-45,39
20151103101135-993,133
20151104041141-688,20
20151104081118-17,46
20151104091103-487,109
20151104091151-104,114
20151104121100-220,93
20151104121107-641,69
20151104121158-643,122
20151105051129-840,69
20151105061131-878,8
20151105061149-645,27
20151105091109-417,52
20151105121120-955,133
20151106031107-912,122
20151106031127-165,60
20151106041146-807,60
20151106041147-812,8
20151106051111-75,150
20151106051115-506,24
20151106061100-410,93
20151106071136-542,8
20151106071138-520,113
20151106071155-474,71
20151106111107-479,15
20151106111125-413,26
20151106111153-260,27
20151106111158-818,52
20151106121113-182,6
20151107021135-737,88
20151107051117-390,10
20151107061145-484,27
20151107091117-166,69
20151107101114-603,118
20151107111143-376,27
20151108041144-494,20
20151108041145-781,85
20151108061114-819,50
20151108071107-792,48
20151108071113-261,15
20151108081116-912,88
20151108091145-870,27
20151108121153-895,151
20151109041115-191,95
20151109051100-693,81
20151109061133-119,79
20151109071101-943,72
20151109081144-678,86
20151109091155-536,152
20151109101115-984,80
20151110011101-322,42
20151110011132-270,48
20151110041127-50,91
20151110061107-358,21
20151110071151-915,31
20151110091107-217,50
20151110101156-652,88
20151110111130-676,27
20151110121117-357,34
20151111031143-227,25
20151111041119-158,151
20151111041149-456,34
20151111051119-594,67
20151111051151-921,34
20151111071117-291,8
20151112011137-325,44
20151112011152-559,82
20151112031115-285,36
20151112031119-409,111
20151112051139-269,30
20151112061143-303,36
20151112061151-995,150
20151112061152-300,36
20151112091155-964,39
20151112101120-762,69
20151113011105-825,69
20151113011118-560,112
20151113011134-396,30
20151113031115-28,92
20151113061129-478,80
20151113061132-529,108
20151113071127-855,86
20151113081103-202,100
20151113121156-771,115
20151114021155-680,16
20151114021156-85,41
20151114041158-903,16
20151114071121-782,151
20151114071159-705,50
20151114081116-872,105
20151114111101-450,79
20151114121111-116,6
20151115011116-242,48
20151115031100-780,78
20151115031111-758,8
20151115041109-804,19
20151115041148-836,70
20151115121122-695,58
20151115121128-639,48
20151116021105-602,17
20151116031103-753,37
20151116031124-797,8
20151116031127-78,52
20151116071131-16,109
20151116081119-191,132
20151116121132-353,55
20151116121148-838,88
20151117011106-544,31
20151117021110-932,69
20151117031145-748,9
20151117051123-614,44
20151117051152-432,27
20151117101107-46,88
20151117101156-58,136
20151117111104-955,31
20151118021145-170,37
20151118041143-934,17
20151118061145-872,120
20151118091136-43,37
20151118101124-666,84
20151118121155-903,15
20151119021156-883,48
20151119031125-461,46
20151119061103-218,36
20151119061106-100,16
20151119091122-744,63
20151119091154-119,60
20151119111132-408,4
20151120021127-21,52
20151120051116-435,48
20151120051143-352,48
20151120071106-120,4
20151120071128-12,20
20151120081141-291,115
20151121031117-949,21
20151121041130-372,77
20151121051118-213,34
20151121061101-398,20
20151121091124-890,41
20151121091142-55,6
20151121101114-73,9
20151121101130-569,77
20151121111157-61,115
20151121121107-368,122
20151121121126-475,84
20151121121131-715,78
20151121121155-143,26
20151122011142-477,66
20151122021105-937,71
20151122021140-914,93
20151122031104-627,48
20151122031145-815,89
20151122041139-836,31
20151122051127-509,36
20151122081111-220,80
20151122081111-931,15
20151122091136-164,48
20151122101117-220,78
20151122101132-880,26
20151122101154-714,41
20151123021110-405,8
20151123021124-160,9
20151123021150-692,8
20151123071139-244,48
20151123101157-660,31
20151124031108-240,45
20151124041119-151,19
20151124041131-688,16
20151124081114-91,83
20151124081137-232,54
20151124111122-818,46
20151125021110-876,0
20151125071146-648,99
20151125101125-687,16
20151125121136-226,5
20151125121147-666,62
20151126011144-948,100
20151126021152-691,27
20151126051137-634,69
20151126051156-263,33
20151126071103-548,31
20151126071153-679,69
20151126071158-727,69
20151126081107-580,69
20151126091121-945,69
20151126111143-228,120
20151127051117-574,82
20151127061106-88,143
20151127061136-939,50
20151127081135-995,16
20151127091156-609,37
20151127091157-308,69
20151127101117-321,21
20151127101119-956,75
20151128011138-111,27
20151128011156-261,98
20151128051129-591,61
20151128051155-195,117
20151128071144-68,46
20151128081117-253,8
20151128091137-757,112
20151128091155-501,5
20151128101107-583,10
20151128101114-530,125
20151128111129-309,9
20151128111144-648,107
20151128121126-103,126
20151128121144-636,8
20151129041113-818,27
20151129071142-601,127
20151129101109-424,52
20151129101133-538,148
20151129101152-17,8
20151129111105-997,20
20151129111138-228,16
20151129121122-794,61
20151130011100-867,16
20151130011131-735,9
20151130031121-169,10
20151130031142-294,26
20151130041104-293,36
20151130061138-166,31
20151130061141-5,69
20151130081115-826,41
20151130091113-828,49
20151131021149-695,128
20151131031129-413,69
20151131081108-573,33
20151131081112-556,20
20151131091100-593,31
20151131121113-604,16
20151201011252-32,8
20151201031214-85,80
20151201031215-712,1
20151201031245-77,111
20151201051230-898,61
20151201061206-641,62
20151201061251-794,149
20151201071206-107,83
20151201071254-656,55
20151201081219-907,89
20151201101257-374,34
20151201121236-41,39
20151202011253-62,78
20151202021203-963,142
20151202021230-956,21
20151202051249-156,30
20151202061226-132,1
20151202071233-557,101
20151202081232-209,20
20151202101257-746,151
20151202121203-224,69
20151203011232-992,125
20151203041231-943,46
20151203041234-867,16
20151203081248-820,36
20151203101246-894,133
20151203121253-478,56
20151204011207-25,10
20151204011238-471,31
20151204031209-720,150
20151204031221-340,57
20151204041235-141,78
20151204071215-745,57
20151204071251-825,16
20151204111220-934,76
20151204111228-777,48
20151204121208-62,48
20151205011253-317,30
20151205021240-761,63
20151205021255-377,47
20151205031250-205,150
20151205061202-442,126
20151205061240-99,34
20151205071201-727,150
20151206021222-166,144
20151206051246-156,24
20151206061257-541,30
20151206081220-45,8
20151206081231-342,16
20151206081251-376,27
20151206091237-906,36
20151207031204-699,89
20151207031239-581,88
20151207071218-322,34
20151207081249-632,41
20151207091211-916,84
20151207091215-793,86
20151207101219-530,64
20151208041208-309,73
20151208071245-482,22
20151208091219-174,96
20151208091253-564,122
20151209021212-232,76
20151209031242-452,149
20151209101239-365,10
20151209111219-195,71
20151209121226-172,34
20151210021211-711,20
20151210021258-493,130
20151210031224-723,50
20151210041246-108,86
20151210071211-297,34
20151210101225-79,80
20151210101237-47,46
20151210101238-75,32
20151210111240-272,150
20151210121248-239,121
20151211021211-921,73
20151211031240-876,42
20151211051227-514,41
20151211051247-172,100
20151211051259-166,21
20151211061235-957,88
20151211061241-520,116
20151211071215-709,18
20151211081210-391,60
20151211091201-575,47
20151211101209-170,48
20151211111220-922,20
20151211121232-51,126
20151212011241-763,73
20151212011243-975,131
20151212021252-485,85
20151212031240-621,15
20151212041215-0,48
20151212051226-954,32
20151212061217-99,160
20151212061227-505,27
20151212061257-521,27
20151212071202-912,27
20151212081202-125,99
20151212111223-167,150
20151212121250-641,90
20151214011236-336,48
20151214041201-843,27
20151214081239-359,34
20151214101200-618,48
20151214101217-551,72
20151214111219-521,27
20151215011211-758,88
20151215021211-822,1
20151215021238-599,69
20151215031227-659,30
20151215071240-346,34
20151215081216-371,8
20151215111234-603,50
20151216041200-755,88
20151216061214-975,41
20151216061234-273,69
20151216071229-410,69
20151216111200-357,34
20151216121204-341,71
20151216121234-750,3
20151217011215-52,10
20151217031205-749,79
20151217031233-634,135
20151217041252-159,10
20151217061258-570,150
20151217081231-508,16
20151217091221-584,27
20151217101212-140,90
20151217101228-746,69
20151217101248-377,114
20151217121243-265,92
20151217121251-526,60
20151218031248-730,27
20151218041253-506,8
20151218051211-725,77
20151218101204-383,50
20151218121208-297,10
20151219011251-234,8
20151219031239-975,16
20151219051238-555,52
20151219061259-337,51
20151219081235-39,25
20151219081244-360,38
20151219091205-152,120
20151219101232-863,143
20151220031238-653,153
20151220061227-950,87
20151220071232-910,118
20151220081200-742,52
20151220081248-394,150
20151220101200-78,118
20151221021214-964,30
20151221041237-821,4
20151221051211-612,150
20151221091212-16,6
20151221091241-93,7
20151221091244-979,62
20151221101252-161,9
20151222021205-875,48
20151222031241-371,122
20151222051229-742,83
20151222061237-438,136
20151222061256-162,16
20151222081247-292,69
20151222121215-335,34
20151222121218-329,86
20151223041229-241,48
20151223081226-766,34
20151223091207-538,48
20151223091224-134,46
20151223091254-664,18
20151224021228-978,27
20151224031247-625,150
20151224041202-651,80
20151224041233-373,100
20151224041242-581,56
20151224061201-826,16
20151224101227-56,41
20151224121210-614,90
20151225031208-655,88
20151225031224-774,43
20151225041253-640,5
20151225041257-977,42
20151225051248-279,80
20151225071221-449,91
20151225091206-465,44
20151225091237-930,100
20151225121214-761,65
20151225121247-656,78
20151226021220-877,69
20151226031229-659,52
20151226031239-133,66
20151226061234-537,148
20151226101236-942,16
20151226121233-295,100
20151227041255-244,113
20151227101235-797,10
20151227111237-390,41
20151228011242-334,66
20151228011247-72,42
20151228021221-216,12
20151228021233-116,72
20151228031201-976,69
20151228111242-521,16
20151229041207-285,79
20151229041225-130,13
20151229041255-791,136
20151229071227-475,24
20151229071243-282,15
20151229091239-775,85
20151229111259-568,124
20151229121215-192,69
20151229121216-715,70
20151230021228-117,46
20151230061216-549,54
20151230091228-162,115
20151231031229-263,16
20151231031233-897,68
20151231031240-441,16
20151231081203-407,91
20151231081230-646,8
20151231121203-449,5
20151231121209-661,9
20151301011335-837,10
20151301021340-472,45
20151301031345-134,125
20151301081324-366,34
20151301091306-345,74
20151301101307-609,42
20151301111308-417,46
20151301111352-990,86
20151302021351-258,6
20151302031316-697,48
20151302071301-31,30
20151302081321-676,78
20151302091349-722,62
20151302111323-649,61
20151302121324-471,153
20151302121334-985,36
20151302121348-104,62
20151303011307-789,39
20151303021334-51,36
20151303021356-890,143
20151303071356-254,53
20151303081343-855,142
20151303091327-618,48
20151303091355-495,133
20151303111300-96,107
20151303111344-23,68
20151303121356-752,153
20151304011309-445,34
20151304011310-154,40
20151304011353-532,75
20151304041354-441,21
20151304071316-371,52
20151304071340-680,79
20151304091319-319,34
20151304111314-18,34
20151304121328-420,40
20151305011309-201,92
20151305011343-613,16
20151305011359-918,9
20151305041331-383,114
20151305041332-847,15
20151305041338-913,16
20151305071325-466,73
20151305081322-814,80
20151305091314-191,36
20151305101314-545,8
20151305111329-743,16
20151305121305-440,9
20151306041354-468,150
20151306101312-518,-1
20151306101326-304,133
20151306121325-748,125
20151306121351-539,75
20151307011356-805,12
20151307021320-869,44
20151307031354-312,161
20151307081300-707,64
20151307081304-762,20
20151307081342-234,161
20151307091313-62,153
20151307091345-782,68
20151307121323-821,105
20151308011359-158,114
20151308021340-431,20
20151308041310-170,0
20151308041318-416,22
20151308061328-655,115
20151308081312-606,121
20151308081323-27,150
20151308101333-914,19
20151308111306-767,147
20151309031329-895,10
20151309041300-869,118
20151309041310-608,88
20151309041329-530,69
20151309051302-646,161
20151309051316-267,50
20151309071349-323,6
20151309081300-178,10
20151309121323-469,1
20151310021306-658,51
20151310021345-410,150
20151310031355-557,51
20151310041329-620,50
20151310041335-325,36
20151310041356-561,96
20151310041357-306,8
20151310061300-469,147
20151310071301-518,9
20151310071350-967,16
20151310091305-997,161
20151310091325-192,39
20151310101330-91,81
20151311031311-115,126
20151311031335-56,125
20151311061339-448,8
20151311111340-727,161
20151312011312-740,46
20151312011358-106,20
20151312041320-612,36
20151312041350-13,133
20151312041356-837,149
20151312051315-26,37
20151312071335-425,118
20151312071346-110,10
20151312091321-690,21
20151312101325-662,109
20151313011306-451,30
20151313011356-56,42
20151313041349-276,0
20151313051340-385,67
20151313061319-588,42
20151313061354-628,52
20151313071329-807,69
20151313121350-300,27
20151314011311-1,54
20151314031357-714,147
20151314051309-415,10
20151314051327-38,125
20151314081311-344,20
20151314081340-101,4
20151314091343-744,41
20151314121322-316,69
20151315011308-405,143
20151315031359-879,12
20151315061319-183,9
20151315061347-338,27
20151315071301-935,6
20151315071343-468,150
20151315071346-592,150
20151315081335-664,27
20151315091329-68,13
20151315111315-406,16
20151315121331-773,143
20151315121352-5,150
20151315121354-235,0
20151316021331-595,113
20151316021336-107,122
20151316041349-976,132
20151316081351-237,10
20151316091342-715,8
20151317011327-569,8
20151317011343-845,16
20151317041326-366,64
20151317071311-118,87
20151317081319-931,87
20151317091337-976,69
20151317101347-90,147
20151317101348-437,74
20151317121347-174,88
20151318021301-158,46
20151318021316-5,36
20151318041322-791,27
20151318051330-957,47
20151318061334-243,123
20151318081330-411,66
20151318101338-951,38
20151318101343-137,101
20151318121304-995,36
20151319011338-241,16
20151319031311-305,150
20151319041336-619,52
20151319061333-620,131
20151319061345-195,27
20151319071328-344,16
20151319081302-226,42
20151319101312-156,83
20151319101335-59,94
20151320011321-666,8
20151320011329-865,16
20151320031302-558,-1
20151320031302-782,-1
20151320081334-545,9
20151320091309-87,78
20151320091322-984,69
20151320101309-415,88
20151320101317-830,9
20151320111314-421,10
20151321021309-357,23
20151321031350-156,150
20151321061336-628,15
20151321071310-542,48
20151321111329-290,48
20151321121338-394,16
20151322051315-282,67
20151322051354-364,43
20151322061336-323,20
20151322081322-215,39
20151322091300-409,63
20151322091311-996,18
20151322091314-124,147
20151322091316-1,61
20151322101302-482,50
20151322111353-436,136
20151322121351-809,115
20151323011308-91,20
20151323041310-904,36
20151323051332-261,27
20151323091321-552,8
20151323091336-516,5
20151323091349-479,121
20151323121318-53,16
20151324031316-217,6
20151324041317-432,119
20151324041323-86,19
20151324041331-293,10
20151324051326-345,61
20151324061307-900,77
20151324081302-127,87
20151324081341-286,92
20151325051302-904,36
20151325051319-382,5
20151325071355-403,36
20151325101341-201,16
20151326021319-917,51
20151326021339-94,78
20151326031310-457,114
20151326031321-981,87
20151326031328-475,8
20151326031334-997,73
20151326041353-166,36
20151326071341-210,16
20151326081346-390,16
20151326091313-350,23
20151326101304-475,20
20151326111319-353,87
20151327011327-591,9
20151327011349-700,50
20151327021314-581,36
20151327051327-525,5
20151327051344-592,37
20151327081308-327,10
20151327101317-796,11
20151327111316-545,150
20151327121340-726,16
20151327121354-817,147
20151328011351-370,4
20151328021338-40,150
20151328031325-476,27
20151328061313-548,92
20151328091310-450,9
20151328091324-126,36
20151328091352-263,133
20151328101312-818,100
20151328111322-383,16
20151328121327-774,67
20151329011319-87,100
20151329051347-815,67
20151329081357-856,69
20151329101325-617,84
20151329101338-63,10
20151329111340-193,64
20151329111354-725,44
20151329121310-651,60
20151329121356-610,150
20151330021355-948,8
20151330031338-241,135
20151330031338-365,80
20151330031343-393,48
20151330041314-275,135
20151330041347-985,23
20151330051300-634,113
20151330061337-218,69
20151330101315-113,8
20151331011301-396,65
20151331071341-673,136
20151331101332-798,62
20151331121322-413,20
20151401011424-950,70
20151401031439-890,48
20151401031455-428,36
20151401081430-906,48
20151401111429-377,10
20151401121438-732,86
20151402011432-704,43
20151402021419-157,42
20151402061411-692,16
20151402061430-976,23
20151402071449-545,36
20151402081427-528,55
20151402121436-904,36
20151403021402-99,9
20151403031412-911,92
20151403051445-471,89
20151403061425-243,34
20151403061455-374,77
20151403071408-116,126
20151403091420-503,20
20151403101408-211,93
20151403101418-295,87
20151403111404-688,82
20151403111452-285,0
20151403121420-600,91
20151404011436-977,8
20151404021437-954,151
20151404031404-378,25
20151404041402-188,27
20151404041439-995,8
20151404051445-25,71
20151404071441-671,-1
20151404081429-288,11
20151404081453-864,96
20151404111432-521,92
20151405011458-832,17
20151405021444-46,104
20151405041449-249,0
20151405051416-248,9
20151405051442-519,65
20151405061416-631,34
20151405081402-223,27
20151405081403-596,20
20151405091418-74,16
20151405111427-937,48
20151405111428-942,7
20151405121430-416,127
20151406031406-139,121
20151406041417-558,69
20151406051448-965,107
20151406061413-234,63
20151406061415-996,9
20151406061442-733,39
20151406091453-794,8
20151406101435-936,8
20151406101448-508,100
20151406111406-468,8
20151406121438-195,36
20151407011437-835,48
20151407051430-695,48
20151407051439-583,130
20151407071448-332,73
20151408061423-887,8
20151408071436-141,122
20151408071439-232,10
20151408121421-792,8
20151409051437-834,21
20151409081439-344,82
20151409101410-293,91
20151409111433-68,136
20151409111437-111,107
20151410041411-39,80
20151410051449-220,16
20151410061405-953,72
20151410061424-60,17
20151410081406-824,88
20151410081443-694,133
20151410081454-499,10
20151410121404-559,30
20151411011444-524,36
20151411031453-479,55
20151411041426-476,106
20151411051411-908,41
20151411071427-615,8
20151411091404-225,115
20151411091415-104,36
20151411091454-825,150
20151411101420-244,23
20151411101443-797,114
20151411121401-100,4
20151412011403-13,39
20151412011420-157,147
20151412031428-824,44
20151412041451-938,20
20151412051415-812,73
20151412051445-249,20
20151412051446-871,44
20151412071422-498,59
20151412081429-334,104
20151412081447-295,15
20151412091419-116,129
20151412101406-34,91
20151413011453-866,36
20151413021408-91,52
20151413021421-999,10
20151413021450-129,49
20151413031402-190,58
20151413051450-791,36
20151413081417-823,93
20151413091400-23,99
20151413101434-985,16
20151413111430-32,8
20151413121455-173,150
20151414021427-933,56
20151414041406-386,111
20151414041459-646,0
20151414061446-0,27
20151414071412-997,6
20151414071421-391,150
20151414121436-419,8
20151415011424-830,26
20151415021431-833,36
20151415031434-50,30
20151415031450-923,111
20151415041403-291,42
20151415041441-660,119
20151415051449-943,110
20151415071411-200,9
20151415091432-219,76
20151415101444-292,69
20151415111423-26,20
20151415121445-482,50
20151416011402-800,39
20151416011455-25,21
20151416021430-997,69
20151416031431-532,83
20151416071408-519,69
20151416071434-670,40
20151416101425-25,50
20151416101435-915,115
20151417011439-309,133
20151417021426-33,152
20151417041407-785,104
20151417061411-139,69
20151417081416-876,0
20151417101456-132,65
20151417121439-407,150
20151418011429-5,27
20151418011444-201,80
20151418031439-550,8
20151418061414-150,20
20151418081449-951,16
20151418111432-774,125
20151419011449-17,-1
20151419011455-979,63
20151419101423-391,16
20151419121435-102,74
20151420011427-81,10
20151420041411-431,52
20151420041437-875,109
20151420041444-3,18
20151420051444-405,122
20151420081404-970,27
20151420111417-72,10
20151420121410-632,8
20151421011406-571,20
20151421031443-290,38
20151421111433-40,27
20151422011417-46,66
20151422011422-753,26
20151422021441-456,39
20151422021453-376,125
20151422031406-22,53
20151422031438-466,20
20151422061424-609,8
20151422101430-872,122
20151422111407-244,9
20151422121404-799,-1
20151423021404-449,9
20151423021424-22,26
20151423031428-171,69
20151423031454-508,36
20151423051449-551,39
20151423061421-949,72
20151424011408-525,16
20151424021410-748,1
20151424041423-210,128
20151424041436-899,150
20151424071402-400,10
20151424081411-231,81
20151424121444-72,41
20151425031435-396,150
20151425041400-114,27
20151425061414-287,20
20151425091411-178,-1
20151425091439-648,116
20151425111443-882,88
20151426021409-949,27
20151426021410-715,68
20151426021455-333,132
20151426031438-668,143
20151426041435-874,23
20151426061419-15,16
20151426081431-759,49
20151426091421-412,5
20151426091431-80,94
20151426101457-965,20
20151426111428-477,59
20151426111436-939,20
20151426111442-960,36
20151427031411-974,54
20151427061439-653,26
20151427061444-918,23
20151427081427-198,23
20151427111436-22,9
20151428021436-718,-1
20151428031458-998,70
20151428041421-928,27
20151428061408-195,103
20151428061409-269,47
20151428061441-992,150
20151428061449-768,27
20151428081416-477,121
20151428101432-5,27
20151428101435-596,10
20151428111428-181,73
20151429011429-339,98
20151429021418-221,69
20151429041405-463,126
20151429041423-652,51
20151429051412-750,61
20151429081414-706,8
20151429091426-986,5
20151429091445-144,20
20151429101404-982,61
20151429111451-30,15
20151430011409-669,25
20151430051448-37,16
20151430081404-592,78
20151430091410-634,69
20151430091428-176,20
20151430101402-926,89
20151431011457-183,77
20151431021452-330,15
20151431021459-538,34
20151431041410-501,11
20151431041454-898,10
20151431051408-107,15
20151431051447-636,-1
20151431071428-170,108
20151431091410-195,69
20151431101444-411,84
20151431101453-835,65
20151431111405-813,97
20151431121439-712,108
20151501021548-648,131
